player_id,age,obp,slg,walk_pct,strikeout_pct,exit_velocity,defensive_runs,projected_salary_m,future_war,high_value
P0344,24,0.342,0.515,0.062,0.224,91.4,-9.4,4.62,5.75,1
P0345,20,0.373,0.338,0.084,0.18,87.5,-10.3,4.13,5.13,0
P0346,21,0.318,0.52,0.03,0.257,89.7,4.3,2.91,3.04,1
P0347,29,0.32,0.339,0.085,0.178,91.0,-3.9,2.46,1.06,1
P0348,20,0.261,0.418,0.075,0.236,93.7,5.1,2.35,3.87,1
P0349,22,0.325,0.443,0.092,0.154,91.5,7.2,2.29,4.95,1
P0350,21,0.31,0.463,0.122,0.254,93.3,-2.4,2.57,5.73,1
P0351,22,0.368,0.381,0.086,0.226,90.4,-3.8,3.39,4.36,1
P0352,30,0.3,0.455,0.094,0.198,86.1,0.2,2.62,2.76,1
P0353,28,0.341,0.441,0.087,0.152,87.6,-4.8,3.31,3.44,0
P0354,23,0.334,0.398,0.09,0.202,90.9,-1.0,1.95,4.0,0
P0355,29,0.313,0.439,0.137,0.231,89.0,-4.1,2.58,5.36,1
P0356,23,0.359,0.441,0.099,0.261,89.0,3.7,3.16,3.99,1
P0357,23,0.327,0.433,0.091,0.216,89.7,3.6,3.59,3.76,1
P0358,20,0.345,0.365,0.087,0.247,89.5,2.2,4.08,2.49,1
P0359,27,0.319,0.337,0.075,0.208,89.5,4.8,1.74,4.33,0
P0360,25,0.314,0.411,0.09,0.218,89.8,-4.5,3.65,4.57,0
P0361,21,0.263,0.488,0.081,0.156,90.5,14.1,1.3,5.02,1
P0362,24,0.337,0.472,0.106,0.278,84.0,12.9,3.06,5.15,1
P0363,20,0.318,0.573,0.09,0.259,90.0,0.8,4.0,5.09,1
P0364,28,0.258,0.584,0.069,0.212,87.0,5.5,3.56,3.99,0
P0365,25,0.313,0.339,0.108,0.263,85.2,9.1,2.75,2.08,0
P0366,27,0.306,0.335,0.037,0.209,89.0,-0.2,2.18,1.72,0
P0367,23,0.355,0.343,0.104,0.285,91.9,0.1,3.16,3.39,1
P0368,27,0.31,0.453,0.081,0.188,82.1,6.3,4.43,3.16,0
P0369,27,0.333,0.356,0.071,0.141,88.4,9.5,3.08,2.53,0
P0370,23,0.314,0.477,0.116,0.254,89.4,-4.7,4.0,5.56,0
P0371,26,0.282,0.325,0.113,0.225,82.3,0.2,2.28,1.03,1
P0372,27,0.326,0.394,0.088,0.239,86.5,-2.5,4.44,5.54,1
P0373,26,0.311,0.373,0.084,0.249,87.8,15.3,1.72,3.5,0
P0374,23,0.28,0.363,0.064,0.18,87.4,-6.8,1.52,3.14,0
P0375,24,0.292,0.488,0.111,0.256,91.6,4.6,3.49,4.24,1
P0376,27,0.283,0.452,0.037,0.28,88.8,4.5,2.27,4.12,0
P0377,27,0.311,0.34,0.076,0.231,90.5,8.7,0.7,4.74,0
P0378,20,0.342,0.346,0.031,0.235,90.7,6.3,3.41,6.23,1
P0379,25,0.416,0.49,0.087,0.266,90.3,-2.4,5.03,6.43,1
P0380,22,0.332,0.423,0.073,0.168,92.9,5.3,2.9,4.88,1
P0381,21,0.335,0.422,0.129,0.276,94.8,-9.3,2.11,4.31,1
P0382,22,0.345,0.404,0.095,0.171,91.6,8.2,3.39,3.97,1
P0383,30,0.284,0.366,0.098,0.293,89.5,4.4,1.09,1.01,0
P0384,25,0.281,0.622,0.11,0.212,87.6,1.0,4.25,4.42,1
P0385,25,0.355,0.456,0.061,0.207,86.0,11.1,4.9,4.87,1
P0386,22,0.343,0.372,0.118,0.212,87.0,-3.7,1.73,3.23,1
P0387,22,0.358,0.472,0.123,0.217,88.0,-1.1,2.77,4.89,1
P0388,27,0.33,0.437,0.096,0.297,92.4,9.8,3.21,7.44,1
P0389,27,0.268,0.42,0.113,0.225,88.0,-11.1,1.59,1.68,0
P0390,26,0.328,0.408,0.092,0.187,89.4,-8.2,3.59,3.37,1
P0391,26,0.253,0.379,0.03,0.306,92.5,2.3,1.25,1.18,0
P0392,23,0.343,0.389,0.125,0.221,91.2,0.8,2.38,3.88,1
P0393,25,0.335,0.298,0.109,0.211,89.3,-8.6,1.39,3.33,1
P0394,23,0.296,0.545,0.059,0.269,89.5,9.4,3.95,4.78,0
P0395,21,0.295,0.575,0.087,0.252,91.4,8.7,6.07,4.39,1
P0396,24,0.293,0.507,0.091,0.211,86.5,5.5,3.26,2.81,1
P0397,29,0.294,0.35,0.058,0.23,89.7,5.9,1.88,2.39,0
P0398,28,0.337,0.375,0.122,0.301,86.8,18.1,1.72,3.71,1
P0399,27,0.343,0.525,0.074,0.243,89.1,-1.0,3.59,4.9,0
P0400,23,0.299,0.478,0.124,0.206,87.2,4.8,3.86,4.84,1
P0401,22,0.33,0.451,0.101,0.228,92.9,-1.8,3.09,5.13,0
P0402,24,0.375,0.343,0.123,0.258,90.1,-1.1,3.53,4.97,1
P0403,22,0.311,0.347,0.079,0.219,88.0,-0.6,2.75,2.11,0
P0404,20,0.334,0.508,0.123,0.2,85.7,7.7,3.55,4.53,1
P0405,23,0.292,0.428,0.097,0.279,89.2,-9.2,2.29,5.45,1
P0406,25,0.255,0.355,0.112,0.187,91.7,14.8,0.7,2.87,1
P0407,21,0.311,0.28,0.09,0.258,89.2,-1.1,2.85,3.7,1
P0408,30,0.3,0.527,0.079,0.1,82.8,8.5,3.66,3.72,1
P0409,24,0.369,0.391,0.119,0.175,87.9,12.3,3.26,5.92,1
P0410,24,0.297,0.33,0.102,0.206,88.0,9.5,2.48,4.82,1
P0411,25,0.321,0.416,0.071,0.195,89.8,6.8,3.02,4.04,1
P0412,28,0.321,0.328,0.086,0.235,89.6,-5.1,1.45,2.51,1
P0413,20,0.315,0.455,0.113,0.313,90.5,0.4,3.33,5.45,1
P0414,24,0.397,0.332,0.093,0.254,89.8,6.7,4.63,4.16,1
P0415,30,0.325,0.401,0.082,0.205,91.5,-6.1,1.4,3.7,1
P0416,27,0.287,0.28,0.106,0.224,85.2,1.4,1.59,0.83,0
P0417,25,0.288,0.384,0.047,0.161,89.1,-1.4,1.37,4.25,0
P0418,20,0.299,0.34,0.07,0.243,86.9,13.2,1.29,3.83,1
P0419,28,0.289,0.394,0.062,0.168,88.8,6.9,1.96,3.15,1
P0420,23,0.328,0.487,0.067,0.213,88.1,-0.8,2.67,4.43,1
P0421,25,0.301,0.48,0.085,0.209,90.4,-6.9,3.17,3.91,1
P0422,23,0.3,0.444,0.124,0.149,90.9,2.9,2.82,4.97,1
P0423,27,0.283,0.507,0.077,0.234,83.9,-4.2,3.0,1.32,0
P0424,28,0.348,0.369,0.064,0.217,89.2,1.4,2.73,5.36,0
P0425,29,0.321,0.351,0.066,0.327,82.6,-6.8,2.6,2.3,1
P0426,26,0.302,0.5,0.075,0.149,86.2,-1.9,3.46,4.69,1
P0427,21,0.35,0.42,0.077,0.305,90.4,-6.0,3.84,4.55,1
P0428,24,0.346,0.298,0.109,0.25,90.8,3.5,2.51,4.67,1
P0429,26,0.367,0.293,0.053,0.145,89.4,2.7,2.94,2.02,0
P0430,23,0.292,0.4,0.076,0.205,87.2,-12.0,1.75,0.6,0
P0431,20,0.375,0.552,0.093,0.1,86.9,14.0,4.08,3.76,1
P0432,20,0.35,0.416,0.12,0.277,91.3,-5.9,4.88,4.78,1
P0433,26,0.331,0.357,0.142,0.132,88.8,-2.6,1.82,4.85,0
P0434,24,0.353,0.465,0.078,0.203,85.2,-8.2,3.36,5.23,1
P0435,30,0.35,0.463,0.099,0.242,81.0,11.6,4.78,2.84,0
P0436,22,0.292,0.55,0.081,0.259,88.4,-5.8,2.75,3.04,1
P0437,29,0.278,0.3,0.052,0.2,89.9,7.0,2.12,3.33,0
P0438,23,0.262,0.56,0.116,0.24,81.6,6.9,3.36,0.67,0
P0439,26,0.293,0.421,0.095,0.176,93.7,-1.3,3.52,4.07,1
P0440,27,0.293,0.461,0.066,0.278,90.9,8.3,2.16,1.37,1
P0441,20,0.346,0.579,0.069,0.247,92.1,-13.1,5.18,3.71,1
P0442,20,0.308,0.472,0.06,0.161,87.0,-1.2,3.75,3.56,1
P0443,21,0.296,0.426,0.087,0.187,89.4,-10.3,3.25,2.82,1
P0444,30,0.345,0.45,0.126,0.207,90.8,-4.2,3.88,4.67,1
P0445,23,0.338,0.389,0.106,0.311,85.9,13.9,2.8,2.98,1
P0446,26,0.338,0.346,0.075,0.263,88.0,10.5,2.25,2.57,1
P0447,24,0.374,0.314,0.066,0.137,84.0,4.3,2.63,4.08,0
P0448,24,0.313,0.317,0.083,0.303,90.0,4.0,2.25,1.91,0
P0449,28,0.315,0.365,0.081,0.187,90.3,15.2,2.68,4.23,0
P0450,28,0.392,0.288,0.067,0.237,95.7,10.3,3.2,3.1,1
P0451,25,0.371,0.367,0.035,0.213,87.5,-1.9,3.5,5.62,1
P0452,29,0.262,0.563,0.08,0.24,86.8,6.3,3.94,3.98,0
P0453,26,0.322,0.445,0.109,0.207,90.8,10.8,3.02,5.3,1
P0454,22,0.336,0.28,0.132,0.18,84.4,0.3,3.34,2.56,1
P0455,24,0.399,0.396,0.079,0.22,86.2,4.6,4.97,4.65,1
P0456,24,0.325,0.431,0.089,0.222,90.4,5.8,2.5,6.03,0
P0457,28,0.344,0.444,0.109,0.276,90.2,7.6,2.08,4.39,1
P0458,28,0.243,0.464,0.076,0.176,94.5,-0.4,1.91,3.29,0
P0459,22,0.327,0.313,0.11,0.173,85.8,-0.7,2.16,2.42,1
P0460,26,0.295,0.443,0.051,0.273,85.8,-8.7,3.18,3.03,0
P0461,21,0.392,0.46,0.059,0.214,89.9,5.9,4.54,6.12,0
P0462,21,0.277,0.428,0.068,0.126,85.5,-10.4,3.11,2.93,0
P0463,28,0.325,0.416,0.092,0.172,82.6,2.5,2.72,3.45,0
P0464,29,0.249,0.395,0.082,0.142,87.2,5.1,0.88,2.67,0
P0465,25,0.351,0.384,0.098,0.165,91.6,0.8,3.72,6.99,1
P0466,24,0.291,0.437,0.089,0.154,91.8,-4.8,2.3,3.09,1
P0467,20,0.345,0.41,0.115,0.299,86.8,6.7,2.68,6.47,1
P0468,27,0.356,0.361,0.125,0.18,86.1,10.1,4.46,4.19,1
P0469,30,0.292,0.355,0.107,0.17,89.3,0.5,1.12,3.58,1
P0470,24,0.372,0.28,0.08,0.338,83.4,8.0,2.63,2.97,0
P0471,28,0.378,0.472,0.106,0.198,86.2,-4.4,4.12,6.01,0
P0472,29,0.346,0.503,0.11,0.239,92.4,3.9,4.34,5.39,1
P0473,29,0.285,0.379,0.091,0.197,88.3,5.5,1.43,4.2,0
P0474,24,0.328,0.532,0.087,0.178,83.8,0.3,5.15,6.14,1
P0475,22,0.307,0.497,0.102,0.248,85.9,5.4,1.82,5.47,0
P0476,28,0.317,0.416,0.097,0.307,87.5,-9.2,3.46,1.34,1
P0477,28,0.326,0.347,0.047,0.192,87.9,13.2,2.32,4.63,1
P0478,25,0.316,0.393,0.055,0.174,88.8,-1.1,3.5,3.5,1
P0479,28,0.334,0.286,0.044,0.257,86.3,3.0,1.94,2.29,1
P0480,28,0.307,0.425,0.107,0.296,89.4,-14.2,2.65,2.32,0
P0481,26,0.375,0.44,0.108,0.204,90.4,-2.8,4.83,3.25,0
P0482,22,0.24,0.409,0.075,0.241,85.7,-1.2,2.07,2.86,0
P0483,30,0.302,0.51,0.107,0.207,89.6,1.0,2.54,5.78,1
P0484,20,0.331,0.342,0.094,0.163,93.2,-3.3,3.59,5.21,1
P0485,30,0.28,0.291,0.103,0.16,89.9,3.3,0.8,1.46,0
P0486,24,0.311,0.432,0.103,0.24,87.0,-1.3,4.41,3.41,1
P0487,27,0.316,0.297,0.087,0.252,89.8,-2.4,2.73,4.21,1
P0488,22,0.273,0.522,0.106,0.261,85.8,-0.1,3.29,4.12,0
P0489,22,0.303,0.397,0.086,0.218,87.8,1.1,2.94,2.69,1
P0490,28,0.324,0.457,0.101,0.16,89.0,9.5,3.53,3.41,1
P0491,22,0.261,0.425,0.11,0.215,87.7,-6.6,1.22,1.98,0
P0492,24,0.323,0.42,0.082,0.257,85.8,5.0,2.56,2.64,1
P0493,29,0.373,0.351,0.088,0.203,92.3,12.1,3.34,4.56,1
P0494,21,0.325,0.321,0.081,0.2,84.2,9.7,2.26,3.25,1
P0495,27,0.378,0.407,0.074,0.258,93.4,0.0,4.55,4.78,1
P0496,30,0.365,0.397,0.093,0.177,92.5,3.8,3.68,4.92,1
P0497,30,0.317,0.473,0.045,0.188,89.5,7.9,2.25,5.2,1
P0498,26,0.343,0.425,0.039,0.175,89.6,-7.6,2.37,4.33,1
P0499,30,0.361,0.65,0.135,0.267,88.6,7.7,5.76,4.36,1
P0500,24,0.304,0.486,0.066,0.184,91.5,-3.6,4.08,5.61,1
P0501,29,0.398,0.302,0.109,0.208,90.3,-2.6,4.15,4.55,1
P0502,27,0.349,0.444,0.066,0.272,90.4,0.8,2.92,4.55,1
P0503,21,0.334,0.416,0.084,0.185,89.8,1.7,3.21,6.22,1
P0504,21,0.324,0.604,0.152,0.274,84.3,11.0,4.01,5.25,1
P0505,20,0.318,0.411,0.042,0.192,87.6,3.6,4.12,4.15,1
P0506,20,0.309,0.398,0.11,0.225,90.3,2.4,2.91,4.79,1
P0507,29,0.32,0.34,0.103,0.159,90.0,11.0,2.5,2.88,1
P0508,29,0.34,0.436,0.111,0.255,92.1,-6.2,3.03,6.41,1
P0509,27,0.303,0.447,0.084,0.15,88.3,-0.3,3.41,5.47,1
P0510,20,0.285,0.469,0.095,0.201,88.5,-3.3,2.59,4.59,0
P0511,29,0.379,0.39,0.096,0.167,85.0,-0.8,5.3,3.13,1
P0512,30,0.381,0.361,0.069,0.192,87.7,2.3,4.6,2.25,0
P0513,20,0.321,0.511,0.114,0.183,92.3,1.8,3.0,5.85,1
P0514,22,0.317,0.405,0.063,0.198,86.6,20.6,3.31,5.91,1
P0515,23,0.287,0.357,0.034,0.206,88.6,-2.0,1.26,2.74,1
P0516,23,0.324,0.464,0.101,0.164,82.4,0.1,2.19,7.09,1
P0517,24,0.246,0.533,0.076,0.303,89.8,-3.4,2.8,6.02,1
P0518,23,0.353,0.376,0.124,0.226,89.7,8.2,3.4,3.98,1
P0519,23,0.357,0.442,0.086,0.181,88.4,-3.0,4.52,5.21,1
P0520,28,0.281,0.448,0.04,0.231,84.1,-3.0,1.2,3.13,0
P0521,26,0.33,0.28,0.071,0.2,85.8,-0.9,1.18,3.32,0
P0522,24,0.268,0.471,0.102,0.151,91.4,3.3,1.82,4.56,0
P0523,25,0.315,0.326,0.06,0.161,87.3,-1.7,1.2,4.68,1
P0524,30,0.304,0.348,0.064,0.289,87.8,3.6,2.36,2.36,1
P0525,28,0.331,0.454,0.087,0.251,91.6,4.3,4.01,5.2,0
P0526,24,0.372,0.423,0.131,0.199,87.4,-4.4,5.3,4.24,0
P0527,30,0.362,0.541,0.059,0.325,91.7,5.7,4.6,5.12,1
P0528,26,0.329,0.368,0.122,0.202,89.2,-7.4,1.86,5.45,1
P0529,29,0.346,0.486,0.111,0.245,85.7,-1.3,3.11,3.07,1
P0530,24,0.263,0.296,0.096,0.268,89.4,1.8,1.2,1.66,0
P0531,26,0.31,0.351,0.066,0.224,85.4,21.5,3.46,2.85,0
P0532,24,0.32,0.362,0.125,0.16,88.5,-4.4,3.14,4.26,1
P0533,25,0.318,0.52,0.102,0.221,86.7,10.6,3.74,4.64,1
P0534,22,0.332,0.454,0.119,0.241,92.0,0.0,4.28,6.29,1
P0535,25,0.344,0.425,0.095,0.193,88.6,-9.0,2.33,5.02,1
P0536,25,0.324,0.392,0.09,0.243,90.3,4.9,2.43,4.26,1
P0537,21,0.34,0.391,0.095,0.193,89.7,3.0,2.35,1.52,0
P0538,28,0.304,0.442,0.074,0.215,85.6,12.0,2.7,3.85,1
P0539,20,0.261,0.401,0.059,0.271,90.6,-9.7,2.13,2.16,0
P0540,23,0.305,0.521,0.071,0.175,82.1,-2.7,2.91,2.11,0
P0541,21,0.343,0.475,0.036,0.246,86.9,12.1,1.94,5.0,1
P0542,27,0.353,0.486,0.138,0.191,92.4,2.5,3.94,5.52,1
P0543,30,0.259,0.477,0.097,0.263,89.9,9.6,2.76,3.57,0
P0544,21,0.275,0.364,0.05,0.253,83.4,0.0,2.94,3.06,0
P0545,26,0.303,0.386,0.097,0.185,92.8,9.6,2.42,4.79,0
P0546,30,0.317,0.379,0.072,0.326,86.6,0.5,1.97,3.74,0
P0547,23,0.394,0.486,0.113,0.249,85.8,3.4,4.36,5.5,1
P0548,20,0.309,0.564,0.121,0.242,94.0,-0.5,3.75,5.0,1
P0549,29,0.379,0.293,0.062,0.233,88.1,-5.6,3.34,2.16,0
P0550,20,0.371,0.45,0.112,0.201,87.8,-1.1,3.65,5.52,0
P0551,21,0.294,0.459,0.121,0.18,85.4,-5.9,1.9,4.07,1
P0552,20,0.356,0.405,0.125,0.248,87.4,0.6,4.25,5.99,1
P0553,27,0.348,0.388,0.1,0.266,90.3,-6.3,3.29,5.47,1
P0554,20,0.295,0.356,0.079,0.215,94.8,6.3,1.6,3.88,1
P0555,27,0.316,0.432,0.081,0.282,88.0,7.7,2.24,6.09,1
P0556,21,0.306,0.508,0.072,0.231,88.7,4.5,4.48,3.98,0
P0557,29,0.314,0.474,0.079,0.198,86.2,-1.1,2.32,4.9,1
P0558,22,0.304,0.28,0.066,0.173,84.0,14.1,0.81,4.09,1
P0559,24,0.283,0.28,0.101,0.158,88.8,2.6,2.61,3.01,0
P0560,29,0.318,0.4,0.057,0.249,89.4,-2.6,3.02,2.25,0
P0561,29,0.303,0.522,0.03,0.245,87.1,-7.7,4.3,2.29,0
P0562,30,0.335,0.436,0.056,0.143,90.9,2.5,2.63,6.65,0
P0563,20,0.303,0.48,0.089,0.24,89.9,-3.5,2.54,5.65,1
P0564,22,0.353,0.448,0.103,0.214,89.4,2.1,4.15,5.58,1
P0565,30,0.304,0.417,0.085,0.177,88.4,17.2,2.48,3.8,1
P0566,21,0.332,0.31,0.105,0.123,92.3,-10.3,4.43,4.62,1
P0567,27,0.312,0.38,0.079,0.248,91.8,-0.4,3.84,4.25,1
P0568,27,0.383,0.373,0.108,0.241,96.7,-1.0,4.84,5.41,1
P0569,26,0.324,0.505,0.072,0.273,94.8,0.4,1.44,6.51,1
P0570,23,0.336,0.448,0.071,0.214,88.6,0.2,0.79,5.48,1
P0571,23,0.303,0.427,0.086,0.262,88.1,-6.6,3.42,3.92,0
P0572,21,0.377,0.439,0.061,0.344,88.3,1.7,4.01,5.25,1
P0573,27,0.244,0.447,0.078,0.184,88.8,-4.0,2.81,5.29,1
P0574,23,0.253,0.415,0.085,0.185,84.9,1.0,1.69,1.59,0
P0575,26,0.285,0.373,0.104,0.319,83.5,-3.3,1.79,3.67,0
P0576,22,0.268,0.28,0.086,0.262,85.5,-5.4,0.7,2.12,0
P0577,24,0.296,0.311,0.099,0.185,91.1,-14.4,2.27,0.82,0
P0578,29,0.303,0.371,0.065,0.162,81.0,11.1,1.42,5.02,0
P0579,24,0.324,0.305,0.074,0.186,87.0,8.0,1.68,2.27,1
P0580,26,0.273,0.392,0.084,0.172,85.7,10.5,1.75,2.84,0
P0581,25,0.349,0.464,0.05,0.242,86.6,-6.5,5.69,4.03,0
P0582,28,0.35,0.442,0.128,0.25,90.7,-5.3,4.03,6.02,1
P0583,24,0.349,0.43,0.038,0.136,86.5,-7.6,3.27,4.5,1
P0584,30,0.364,0.453,0.088,0.24,89.5,4.9,3.65,5.4,1
P0585,23,0.302,0.409,0.08,0.251,87.7,-11.2,2.72,1.4,0
P0586,24,0.24,0.466,0.077,0.25,96.3,13.7,1.51,4.88,1
P0587,24,0.344,0.336,0.084,0.234,88.7,-3.4,3.01,1.93,1
P0588,30,0.376,0.457,0.122,0.296,90.7,5.5,5.51,4.62,1
P0589,28,0.316,0.391,0.105,0.227,89.1,-8.6,1.58,2.24,0
P0590,28,0.351,0.319,0.078,0.227,88.0,-2.7,2.29,3.97,0
P0591,21,0.326,0.505,0.087,0.184,90.8,2.3,5.52,5.18,1
P0592,21,0.373,0.448,0.135,0.146,85.9,3.2,2.84,6.37,1
P0593,30,0.321,0.286,0.106,0.267,88.7,-4.1,4.29,1.87,0
P0594,29,0.338,0.348,0.116,0.215,88.8,1.0,2.32,2.71,1
P0595,27,0.411,0.513,0.124,0.203,90.6,-1.8,5.33,3.95,1
P0596,25,0.248,0.453,0.058,0.229,86.1,16.2,1.74,2.55,0
P0597,20,0.316,0.28,0.12,0.208,86.2,5.6,0.7,5.52,0
P0598,26,0.377,0.404,0.122,0.246,87.6,6.4,3.06,6.1,1
P0599,23,0.267,0.494,0.046,0.216,84.7,-2.6,1.63,2.58,0
P0600,20,0.328,0.4,0.114,0.196,89.2,0.5,1.57,5.13,1
P0601,25,0.356,0.396,0.107,0.229,95.9,12.3,3.93,6.93,1
P0602,21,0.265,0.414,0.07,0.237,86.2,3.0,1.81,3.65,1
P0603,30,0.314,0.477,0.052,0.191,91.8,8.6,3.4,5.54,1
P0604,23,0.357,0.423,0.117,0.305,89.9,5.4,5.68,4.91,1
P0605,20,0.347,0.456,0.108,0.231,94.1,5.4,3.58,4.16,0
P0606,21,0.377,0.493,0.085,0.225,87.2,3.8,4.2,4.62,1
P0607,21,0.265,0.416,0.117,0.239,83.7,-0.5,2.27,3.37,1
P0608,27,0.349,0.311,0.123,0.151,87.2,5.7,3.72,3.96,1
P0609,29,0.309,0.463,0.068,0.249,84.0,-3.1,3.49,0.39,0
P0610,26,0.304,0.528,0.106,0.219,91.7,7.7,3.18,5.64,1
P0611,24,0.376,0.397,0.108,0.194,88.4,0.2,4.34,6.36,1
P0612,21,0.264,0.433,0.115,0.181,87.6,1.1,1.73,4.28,1
P0613,26,0.337,0.435,0.05,0.214,90.5,13.6,3.2,5.53,0
P0614,27,0.365,0.345,0.085,0.13,85.7,-7.7,3.32,3.17,1
P0615,25,0.276,0.447,0.037,0.249,90.4,-6.0,2.32,1.67,0
P0616,21,0.351,0.387,0.093,0.218,87.0,-3.4,4.73,5.94,1
P0617,23,0.31,0.409,0.079,0.184,89.4,-3.8,2.94,6.15,1
P0618,23,0.26,0.389,0.091,0.273,87.0,-8.9,2.21,1.79,0
P0619,20,0.359,0.28,0.052,0.181,90.2,-3.5,2.79,2.13,0
P0620,25,0.26,0.353,0.099,0.168,96.9,-0.5,0.7,3.68,1
P0621,28,0.373,0.385,0.081,0.202,92.6,16.7,4.97,5.0,1
P0622,20,0.3,0.464,0.082,0.197,91.6,-2.9,2.19,4.82,1
P0623,26,0.315,0.359,0.126,0.171,92.1,-10.6,3.01,4.35,0
P0624,21,0.339,0.307,0.075,0.232,93.1,-5.0,3.02,6.11,1
P0625,28,0.353,0.424,0.135,0.269,92.6,21.0,3.42,5.43,0
P0626,26,0.358,0.337,0.102,0.158,91.6,-11.4,2.33,4.72,0
P0627,29,0.296,0.386,0.083,0.175,85.2,3.8,1.75,3.49,1
P0628,24,0.273,0.459,0.053,0.218,93.7,1.1,2.71,3.0,1
P0629,27,0.313,0.485,0.074,0.178,89.1,4.7,3.17,5.74,1
P0630,22,0.302,0.41,0.109,0.246,88.6,-5.6,0.9,4.95,1
P0631,24,0.403,0.362,0.087,0.271,84.8,11.9,2.63,5.69,1
P0632,26,0.332,0.394,0.081,0.148,90.6,2.7,1.72,3.91,1
P0633,21,0.334,0.291,0.051,0.262,89.7,7.3,1.1,3.83,1
P0634,27,0.346,0.497,0.059,0.186,89.6,-5.7,4.01,5.03,1
P0635,30,0.274,0.482,0.095,0.241,90.0,13.0,2.59,3.46,1
P0636,30,0.307,0.42,0.124,0.288,90.7,-8.6,2.32,3.89,0
P0637,21,0.276,0.463,0.082,0.181,84.4,7.0,1.1,3.86,0
P0638,25,0.395,0.319,0.057,0.187,94.7,6.5,4.23,6.34,1
P0639,23,0.303,0.366,0.099,0.225,86.7,-3.4,1.83,3.42,1
P0640,20,0.334,0.515,0.116,0.112,89.2,-8.1,5.97,5.06,1
P0641,22,0.35,0.479,0.125,0.216,90.7,9.4,5.52,4.27,1
P0642,25,0.336,0.336,0.097,0.227,90.8,1.2,2.46,4.93,1
P0643,24,0.338,0.462,0.038,0.186,87.2,19.6,3.2,4.98,1
P0644,28,0.35,0.325,0.043,0.149,88.5,-1.3,4.14,3.52,1
P0645,30,0.352,0.373,0.161,0.268,89.1,10.4,3.53,4.18,1
P0646,22,0.309,0.405,0.107,0.179,82.9,18.8,1.32,4.56,1
P0647,27,0.344,0.457,0.1,0.245,91.4,2.9,4.39,4.52,1
P0648,24,0.378,0.455,0.08,0.259,90.9,8.6,4.44,5.86,0
P0649,30,0.311,0.494,0.1,0.142,95.4,10.7,3.0,6.79,1
P0650,29,0.402,0.381,0.077,0.213,94.4,-4.8,4.19,3.95,0
P0651,27,0.288,0.541,0.072,0.199,89.6,-0.8,3.35,2.55,0
P0652,26,0.315,0.571,0.048,0.234,96.1,-3.1,4.68,4.82,1
P0653,28,0.355,0.412,0.072,0.301,89.2,6.3,2.24,6.24,1
P0654,26,0.329,0.313,0.103,0.198,86.7,-5.3,2.7,3.7,0
P0655,23,0.38,0.345,0.073,0.239,89.5,-5.0,2.49,2.52,1
P0656,29,0.362,0.444,0.105,0.228,90.1,0.9,4.56,6.01,1
P0657,29,0.324,0.397,0.094,0.193,90.9,2.0,4.06,4.07,1
P0658,24,0.341,0.476,0.084,0.272,86.4,7.1,3.59,5.84,0
P0659,20,0.321,0.368,0.093,0.228,85.6,-6.1,2.56,4.22,0
P0660,27,0.283,0.41,0.089,0.236,93.1,-2.1,3.3,2.82,0
P0661,20,0.392,0.358,0.089,0.228,89.1,0.9,2.39,2.92,1
P0662,27,0.327,0.371,0.047,0.156,92.9,-3.4,2.51,2.4,1
P0663,29,0.344,0.296,0.081,0.182,89.1,0.4,2.44,2.24,1
P0664,21,0.24,0.532,0.108,0.222,93.0,1.7,1.09,3.82,0
P0665,23,0.291,0.474,0.14,0.243,88.4,1.0,2.74,5.17,1
P0666,27,0.307,0.443,0.117,0.145,88.9,-4.1,2.48,3.24,0
P0667,26,0.31,0.308,0.041,0.182,88.4,8.3,1.09,1.73,1
P0668,20,0.33,0.319,0.086,0.211,84.5,-1.6,2.4,2.28,0
P0669,29,0.309,0.401,0.068,0.206,91.2,9.7,3.23,3.21,1
P0670,26,0.274,0.426,0.063,0.195,89.6,10.0,3.13,2.97,0
P0671,22,0.341,0.454,0.11,0.184,88.5,-7.7,3.24,4.83,1
P0672,28,0.348,0.351,0.083,0.194,88.3,14.6,4.02,3.35,1
P0673,24,0.314,0.414,0.073,0.222,83.6,12.0,3.73,4.57,0
P0674,28,0.316,0.377,0.136,0.219,91.5,-3.8,2.32,4.35,1
P0675,25,0.332,0.456,0.146,0.192,88.2,-3.9,2.1,5.08,1
P0676,22,0.356,0.51,0.094,0.213,81.2,4.6,4.63,5.15,1
P0677,28,0.291,0.492,0.077,0.158,88.2,-9.0,3.22,6.69,1
P0678,24,0.377,0.503,0.045,0.234,83.3,-3.5,5.32,6.01,1
P0679,27,0.298,0.389,0.117,0.268,92.4,3.6,2.9,2.92,1
P0680,26,0.322,0.497,0.08,0.211,91.1,1.9,4.31,4.19,1
P0681,28,0.336,0.377,0.111,0.196,82.8,8.3,3.54,4.45,0
P0682,23,0.353,0.382,0.108,0.198,86.3,6.0,2.95,2.12,1
P0683,30,0.294,0.385,0.075,0.232,89.0,1.9,2.21,3.89,0
P0684,26,0.331,0.443,0.094,0.183,88.0,-1.7,3.53,5.45,1
P0685,30,0.296,0.452,0.111,0.198,85.4,4.0,3.19,1.83,0
P0686,26,0.377,0.448,0.083,0.199,87.2,-2.3,5.47,6.43,0
P0687,28,0.323,0.474,0.142,0.223,90.8,0.0,3.71,4.5,1
